Date,LETTUCES-Green Ice-,BROCCOLI-wonderball-Untrimmed,CELERY-Lollo Rossa-,temperature,raifall
06/01/2019,-0.6207091728,-0.7168807142,0,-0.4822660097,-0.459146877
07/01/2019,-0.741385932,-1.236419015,-0.2765332571,-0.9555420938,-0.459146877
14/01/2019,-0.2586788954,-0.8207883743,-0.02887656927,-0.7977833991,-0.459146877
17/01/2019,-0.2586788954,-1.236419015,0.4664368063,-1.744335567,-0.459146877
19/01/2019,-0.2586788954,-0.9766498644,0.4664368063,-0.7189040518,-0.459146877
21/01/2019,-0.2586788954,-0.8207883743,0.2187801185,-1.349938831,-0.459146877
22/01/2019,-0.01732537704,-0.9766498644,0.7140934941,-1.192180136,-0.459146877
23/01/2019,-0.01732537704,-0.9766498644,1.20940687,-1.113300789,-0.459146877
24/01/2019,-0.01732537704,-0.7168807142,2.200033621,-1.034421441,-0.459146877
25/01/2019,-0.1380021362,-0.7168807142,,-1.744335567,-0.459146877
27/01/2019,,-0.7168807142,,-3.400801862,-0.459146877
28/01/2019,-0.2586788954,-0.457111564,1.704720245,-3.874077946,-0.459146877
31/01/2019,-0.01732537704,,0.4664368063,-1.823214915,-0.459146877
03/02/2019,,-0.1973424137,,-1.349938831,-0.459146877
06/02/2019,0.2240281413,0.0624267365,1.20940687,-0.9555420938,-0.459146877
07/02/2019,0.7067351779,-0.1973424137,1.20940687,-0.4822660097,-0.459146877
08/02/2019,0.9480886962,-0.3532039039,-0.02887656927,-0.5611453571,-0.459146877
09/02/2019,0.2240281413,-0.1973424137,0.7140934941,-0.7189040518,-0.459146877
10/02/2019,,-0.457111564,,-0.1667486203,-0.459146877
11/02/2019,0.2240281413,-0.3012500738,0.4664368063,-0.6400247044,-0.459146877
12/02/2019,0.4653816596,0.0624267365,0.4664368063,-0.8766627465,-0.459146877
13/02/2019,0.4653816596,-0.1973424137,0.4664368063,-1.507697525,-0.459146877
14/02/2019,0.2240281413,-0.3012500738,0.7140934941,-1.192180136,-0.459146877
15/02/2019,-0.01732537704,-0.1973424137,1.457063557,-0.9555420938,-0.459146877
21/02/2019,-0.5000324137,-0.3012500738,0.2187801185,-1.428818178,-0.459146877
22/02/2019,-0.2586788954,0.0624267365,0.2187801185,-2.217611651,-0.459146877
23/02/2019,-0.2586788954,0.3221958867,-0.2765332571,-1.586576873,-0.459146877
25/02/2019,-0.5000324137,0.3221958867,-0.02887656927,-1.586576873,-0.459146877
28/02/2019,-0.741385932,-0.1973424137,-0.2765332571,-0.5611453571,-0.459146877
01/03/2019,-0.741385932,0.5819650369,-0.7718466326,-0.8766627465,-0.459146877
02/03/2019,-0.9827394503,0.7378265271,-0.5241899449,-0.9555420938,-0.459146877
05/03/2019,-0.8620626912,,-0.2765332571,0.4642861585,-0.459146877
07/03/2019,-0.9827394503,-0.4051577339,-0.02887656927,0.5431655058,-0.459146877
08/03/2019,-0.9827394503,-0.7168807142,0.4664368063,0.2276481164,-0.459146877
09/03/2019,-0.9827394503,-0.1973424137,-0.7718466326,-0.7977833991,-0.459146877
12/03/2019,-0.9827394503,-0.3012500738,,0.7009242005,-0.459146877
13/03/2019,-0.9827394503,-0.457111564,-0.5241899449,1.095320937,-0.459146877
14/03/2019,,-0.1973424137,-0.9204406453,-0.5611453571,-0.459146877
15/03/2019,-0.9827394503,-0.9766498644,-0.7718466326,-0.2456279677,-0.3760254596
16/03/2019,,-0.9766498644,-0.5241899449,-0.8766627465,-0.3760254596
18/03/2019,-1.103416209,-0.9246960344,-0.5241899449,-0.008989925617,-0.459146877
19/03/2019,-1.103416209,-0.7168807142,-0.5241899449,0.4642861585,-0.459146877
20/03/2019,-1.103416209,-0.7168807142,-0.8709093078,0.9375622426,-0.459146877
21/03/2019,-1.103416209,-0.9766498644,-0.9204406453,0.06988942173,-0.459146877
22/03/2019,-1.103416209,-0.1973424137,-0.5241899449,0.06988942173,-0.459146877
23/03/2019,-1.103416209,0.0624267365,,-0.6400247044,-0.459146877
24/03/2019,-1.103416209,-0.1973424137,,-0.4033866624,-0.459146877
26/03/2019,-1.103416209,-0.457111564,-0.7718466326,-0.324507315,-0.459146877
27/03/2019,-1.079280858,-0.6129730541,-0.6727839575,1.01644159,-0.459146877
28/03/2019,-1.079280858,-0.457111564,-0.9204406453,1.095320937,-0.459146877
29/03/2019,-0.9827394503,-0.1973424137,-0.7718466326,0.8586828952,-0.459146877
30/03/2019,-0.8620626912,-0.1973424137,,0.8586828952,-0.459146877
31/03/2019,,-0.1973424137,,-0.008989925617,-0.08510049875
01/04/2019,-0.8620626912,-0.1973424137,,0.3065274638,-0.42589831
02/04/2019,-0.741385932,-1.236419015,-0.8709093078,-0.4822660097,1.577327849
03/04/2019,-0.741385932,-0.9766498644,-0.7718466326,-0.6400247044,-0.1682219161
04/04/2019,-0.741385932,-0.7168807142,-0.7718466326,-0.1667486203,-0.4342104517
05/04/2019,-0.8620626912,-0.7168807142,-0.7223152951,0.2276481164,-0.459146877
08/04/2019,-0.6207091728,-1.236419015,-0.7718466326,1.410838327,-0.459146877
09/04/2019,-0.9827394503,-0.7168807142,-0.9204406453,1.962993758,-0.459146877
10/04/2019,-0.9827394503,-0.7168807142,-0.7718466326,2.436269842,-0.459146877
11/04/2019,-0.8620626912,-0.7168807142,-0.7718466326,2.120752453,-0.2097826248
12/04/2019,-0.8620626912,-0.1973424137,-1.01950332,0.6220448532,-0.4425225935
14/04/2019,-0.6207091728,-0.1973424137,-0.7718466326,0.1487687691,-0.04353979006
15/04/2019,,-0.1973424137,,0.7009242005,-0.459146877
16/04/2019,-1.103416209,-1.236419015,-0.5241899449,0.7009242005,-0.459146877
17/04/2019,-0.6207091728,-0.7168807142,-0.9204406453,0.3854068111,-0.459146877
18/04/2019,,-1.236419015,-0.7718466326,1.489717674,-0.459146877
19/04/2019,-0.5000324137,-0.9766498644,-0.7718466326,1.884114411,-0.4508347352
20/04/2019,,-0.561019224,-0.7718466326,1.884114411,-0.459146877
22/04/2019,-0.9827394503,-0.7168807142,-0.5241899449,2.041873105,-0.4425225935
24/04/2019,-0.01732537704,0.3221958867,-0.9204406453,1.962993758,-0.459146877
25/04/2019,-0.01732537704,0.0624267365,-0.2765332571,1.647476369,-0.459146877
26/04/2019,-0.01732537704,0.3221958867,-0.5241899449,2.041873105,-0.459146877
27/04/2019,-0.01732537704,0.0624267365,-0.7718466326,1.174200285,-0.459146877
29/04/2019,-0.01732537704,-0.1973424137,-0.02887656927,1.805235063,-0.459146877
30/04/2019,-0.01732537704,-0.1973424137,,1.568597021,-0.459146877
01/05/2019,-0.2586788954,-0.1973424137,-0.5241899449,1.489717674,-0.459146877
02/05/2019,-0.2586788954,0.0624267365,0.2187801185,1.331958979,1.286402888
03/05/2019,-0.741385932,0.3221958867,-0.02887656927,0.1487687691,-0.459146877
06/05/2019,-0.741385932,0.3221958867,0.7140934941,-1.034421441,-0.08510049875
07/05/2019,-0.741385932,0.0624267365,0.9617501819,0.4642861585,-0.1266612074
08/05/2019,,-0.1973424137,-0.6727839575,0.1487687691,0.8292350924
09/05/2019,-0.9827394503,0.0624267365,-0.7718466326,0.2276481164,0.5383101316
10/05/2019,-0.9827394503,,-0.2765332571,,-0.3344647509
11/05/2019,-0.8620626912,0.5819650369,0.4664368063,0.3065274638,-0.2929040422
14/05/2019,,0.8417341872,-0.02887656927,1.01644159,-0.459146877
15/05/2019,-0.2586788954,1.361272488,-0.5241899449,0.3065274638,-0.04353979006
16/05/2019,-0.01732537704,0.5819650369,-0.2765332571,1.253079632,-0.459146877
17/05/2019,,0.8417341872,-0.2765332571,1.647476369,-0.459146877
18/05/2019,-0.01732537704,1.361272488,-0.5241899449,1.095320937,-0.459146877
20/05/2019,,0.8417341872,-0.5241899449,1.489717674,-0.1682219161
19/05/2019,,0.8417341872,-0.5241899449,1.568597021,-0.459146877
21/05/2019,0.2240281413,0.8417341872,-0.7718466326,1.253079632,0.1642637534
22/05/2019,0.9480886962,0.3221958867,0.2187801185,1.174200285,-0.459146877
23/05/2019,,0.3221958867,0.7140934941,1.331958979,-0.4508347352
24/05/2019,0.2240281413,0.3221958867,0.7140934941,1.01644159,-0.1266612074
25/05/2019,0.7067351779,0.8417341872,1.704720245,0.5431655058,1.037038636
27/05/2019,0.7067351779,0.0624267365,0.7140934941,-0.324507315,-0.2513433335
28/05/2019,0.7067351779,-0.1973424137,1.20940687,0.6220448532,0.2473851708
29/05/2019,0.7067351779,-0.9766498644,-0.5241899449,-0.08786927297,1.078599345
30/05/2019,0.7067351779,-0.7168807142,-0.02887656927,0.9375622426,-0.4342104517
31/05/2019,0.4653816596,-0.7168807142,-0.2765332571,1.647476369,-0.4175861683
01/06/2019,0.7067351779,-0.1973424137,-0.02887656927,1.962993758,-0.42589831
03/06/2019,1.189442215,-0.457111564,-0.2765332571,1.174200285,-0.3760254596
04/06/2019,1.189442215,-0.9766498644,0.7140934941,1.410838327,-0.2097826248
05/06/2019,,-0.9766498644,-0.7718466326,1.095320937,-0.42589831
06/06/2019,1.189442215,-0.7168807142,-0.7718466326,1.805235063,-0.459146877
07/06/2019,0.9480886962,-0.457111564,-0.02887656927,1.726355716,-0.2929040422
08/06/2019,0.9480886962,-0.7168807142,-0.2765332571,1.174200285,-0.08510049875
10/06/2019,,-0.9766498644,0.2187801185,1.01644159,0.2889458795
11/06/2019,0.9480886962,-1.236419015,-1.01950332,1.174200285,-0.08510049875
12/06/2019,0.9480886962,-1.236419015,-0.2765332571,0.6220448532,-0.42589831
13/06/2019,0.4653816596,-0.7168807142,0.2187801185,-0.324507315,0.6629922577
14/06/2019,0.4653816596,-0.9766498644,-0.2765332571,-0.324507315,1.785131392
15/06/2019,0.9480886962,-1.236419015,-0.7718466326,0.06988942173,-0.3760254596
18/06/2019,0.9480886962,-0.7168807142,-0.7718466326,1.726355716,-0.459146877
19/06/2019,0.9480886962,-0.7168807142,-0.5241899449,2.357390495,-0.3760254596
20/06/2019,,-0.7168807142,-0.5241899449,2.1996318,-0.459146877
21/06/2019,1.189442215,-0.1973424137,-0.02887656927,1.410838327,-0.2513433335
22/06/2019,0.9480886962,0.0624267365,-0.7718466326,1.174200285,-0.1682219161
24/06/2019,0.9480886962,-0.9766498644,0.4664368063,0.7798035479,1.244842179
25/06/2019,0.7067351779,-0.457111564,-0.7718466326,1.174200285,-0.2929040422
26/06/2019,0.4653816596,-0.1973424137,-0.7718466326,1.01644159,0.4551887142
27/06/2019,0.2240281413,-0.457111564,-0.5241899449,-0.4822660097,-0.1266612074
28/06/2019,0.2240281413,-0.457111564,-0.7718466326,-0.1667486203,-0.001979081366
29/06/2019,-0.01732537704,0.3221958867,-0.2765332571,-0.2456279677,0.4967494229
01/07/2019,,0.685872697,-0.2765332571,-0.4033866624,0.1642637534
02/07/2019,0.2240281413,0.5819650369,0.7140934941,-0.6400247044,-0.3344647509
03/07/2019,0.2240281413,0.5819650369,-0.02887656927,0.3065274638,-0.459146877
04/07/2019,0.2240281413,0.5819650369,-0.7718466326,1.174200285,-0.4217422391
05/07/2019,0.7067351779,1.361272488,-0.7718466326,0.7009242005,-0.459146877
06/07/2019,,0.8417341872,0.2187801185,0.7798035479,0.1227030447
08/07/2019,0.9480886962,0.633918867,-0.02887656927,-0.08786927297,0.6629922577
09/07/2019,0.4653816596,0.3221958867,0.4664368063,0.06988942173,0.2889458795
10/07/2019,0.2240281413,0.3221958867,,-0.7977833991,-0.2513433335
11/07/2019,-0.01732537704,-0.457111564,-0.02887656927,1.01644159,-0.459146877
12/07/2019,-0.2586788954,-0.457111564,-0.5241899449,1.01644159,0.2473851708
13/07/2019,-0.741385932,0.0624267365,-0.7718466326,0.9375622426,-0.42589831
15/07/2019,-0.6207091728,0.8417341872,,0.3065274638,0.3305065882
16/07/2019,-0.741385932,-0.7168807142,-0.2765332571,-1.113300789,1.452645723
17/07/2019,-0.741385932,-0.04148092359,0.2187801185,-0.8766627465,2.616345566
18/07/2019,-0.741385932,-1.236419015,-0.6727839575,-1.271059483,2.699466983
19/07/2019,-0.5000324137,-0.7168807142,-0.2765332571,0.06988942173,0.7045529664
20/07/2019,-0.8620626912,-0.457111564,-0.02887656927,0.3065274638,1.053662919
22/07/2019,-0.8620626912,0.3221958867,-0.5241899449,-0.1667486203,1.303027171
24/07/2019,-0.6207091728,0.0624267365,-0.2270019195,0.3065274638,-0.4508347352
25/07/2019,-0.741385932,-0.1973424137,-0.5241899449,1.01644159,-0.4425225935
26/07/2019,-0.5000324137,0.8417341872,-0.2765332571,-0.008989925617,-0.459146877
27/07/2019,-0.741385932,-0.1973424137,-0.5241899449,-0.008989925617,1.037038636
29/07/2019,-0.8620626912,0.3221958867,0.2187801185,-1.271059483,0.08114233601
30/07/2019,0.4653816596,0.8417341872,-0.7718466326,-1.507697525,-0.2929040422
31/07/2019,-0.01732537704,-0.1973424137,-0.02887656927,-0.7977833991,-0.2097826248
01/08/2019,-0.01732537704,0.0624267365,-0.2765332571,-1.034421441,1.120160053
02/08/2019,,0.5819650369,-0.7718466326,-1.428818178,0.746113675
03/08/2019,-0.2586788954,0.3221958867,-0.8709093078,-0.7189040518,0.1642637534
05/08/2019,0.2240281413,0.3221958867,-0.2765332571,0.06988942173,-0.04353979006
06/08/2019,0.3447049004,0.3221958867,-0.2765332571,0.3065274638,-0.08510049875
07/08/2019,0.2240281413,-0.1973424137,-0.2765332571,-0.2456279677,-0.2929040422
08/08/2019,-0.2586788954,-0.7168807142,,-0.9555420938,2.907270527
09/08/2019,-0.01732537704,-0.7168807142,-0.2765332571,-0.7189040518,3.696923992
10/08/2019,0.4653816596,,0.2187801185,-0.6400247044,1.618888558
11/08/2019,,-0.7168807142,-0.5241899449,-0.7189040518,5.193109505
12/08/2019,0.4653816596,-0.9766498644,0.7140934941,-0.7189040518,8.185480531
14/08/2019,0.4653816596,-0.457111564,-0.02887656927,-0.4822660097,1.577327849
15/08/2019,,-0.7168807142,-0.7718466326,-0.2456279677,-0.2097826248
16/08/2019,,,0.4664368063,-0.2456279677,-0.3760254596
17/08/2019,,0.8417341872,0.2187801185,-0.4822660097,-0.2929040422
18/08/2019,,,0.9617501819,-0.1667486203,-0.2513433335
20/08/2019,2.396209806,,2.447690309,-0.008989925617,2.699466983
21/08/2019,3.602977398,0.3221958867,-0.5241899449,-0.5611453571,0.621431549
22/08/2019,1.189442215,,-0.2765332571,-0.4033866624,0.7876743837
23/08/2019,2.396209806,0.3221958867,1.20940687,-0.9555420938,4.943745253
24/08/2019,1.672149251,,3.685973748,-1.271059483,2.865709818
26/08/2019,2.396209806,,1.20940687,0.6220448532,-0.04353979006
27/08/2019,2.154856288,,2.200033621,-0.9555420938,-0.1682219161
28/08/2019,2.154856288,0.3221958867,1.704720245,-0.7977833991,0.1227030447
29/08/2019,1.430795733,0.3221958867,1.20940687,-0.4822660097,-0.459146877
30/08/2019,0.9480886962,,,-0.8766627465,1.577327849
02/09/2019,0.9480886962,2.400349089,2.200033621,-0.2456279677,0.08114233601
03/09/2019,,1.361272488,1.457063557,-1.113300789,0.3305065882
04/09/2019,0.9480886962,-0.1973424137,1.20940687,-0.5611453571,-0.08510049875
05/09/2019,0.9480886962,1.361272488,2.200033621,-1.507697525,0.621431549
06/09/2019,0.4653816596,,,-0.7189040518,1.037038636
07/09/2019,0.7067351779,,1.20940687,-0.5611453571,3.364438323
09/09/2019,,2.400349089,,-1.902094262,1.452645723
10/09/2019,-0.01732537704,,2.200033621,-2.138732304,2.076056353
11/09/2019,-0.01732537704,,0.7140934941,-0.4822660097,-0.4425225935
12/09/2019,0.7067351779,,2.200033621,-1.192180136,0.8292350924
13/09/2019,0.7067351779,,0.7140934941,0.3065274638,0.4967494229
14/09/2019,1.189442215,0.8417341872,0.2187801185,-0.008989925617,-0.459146877
16/09/2019,,3.439425689,2.200033621,-0.2456279677,0.6629922577
17/09/2019,1.91350277,3.439425689,1.704720245,-0.008989925617,-0.001979081366
18/09/2019,2.878916843,0.8417341872,0.2187801185,-0.7189040518,2.865709818
,1.189442215,0.8417341872,1.20940687,,
20/09/2019,2.396209806,0.3221958867,0.2187801185,-1.507697525,0.03958162732
21/09/2019,2.396209806,0.3221958867,-0.02887656927,-2.059852957,-0.4508347352
22/09/2019,,2.919887389,2.695346996,-0.324507315,-0.459146877
,2.396209806,0.8417341872,3.190660372,,
25/09/2019,2.396209806,1.361272488,2.695346996,0.7009242005,-0.4549908061
26/09/2019,2.396209806,2.919887389,1.457063557,0.3065274638,-0.3344647509
27/09/2019,2.878916843,,0.7140934941,0.5431655058,0.08114233601
28/09/2019,2.396209806,0.8417341872,2.200033621,0.4642861585,-0.4175861683
30/09/2019,2.878916843,2.919887389,3.190660372,-0.2456279677,-0.4508347352
01/10/2019,2.878916843,3.439425689,0.2187801185,0.3854068111,-0.459146877
02/10/2019,2.154856288,,1.704720245,-0.4033866624,0.4967494229
03/10/2019,0.7067351779,0.3221958867,1.20940687,-1.034421441,1.327963597
04/10/2019,-0.01732537704,,2.200033621,-0.4822660097,1.826692101
05/10/2019,-0.5000324137,1.361272488,,0.1487687691,-0.459146877
07/10/2019,,2.919887389,1.20940687,0.4642861585,-0.459146877
08/10/2019,-0.5000324137,1.361272488,0.7140934941,0.4642861585,-0.459146877
09/10/2019,,1.880810788,2.695346996,-0.324507315,-0.2929040422
10/10/2019,-0.3793556545,0.8417341872,2.200033621,0.4642861585,-0.2097826248
11/10/2019,-0.3793556545,1.880810788,1.20940687,0.1487687691,-0.459146877
12/10/2019,0.4653816596,0.3221958867,,-0.08786927297,-0.459146877
14/10/2019,-0.5000324137,1.880810788,-0.2765332571,-0.4822660097,-0.4508347352
15/10/2019,,2.400349089,0.2187801185,-0.4822660097,-0.459146877
16/10/2019,-0.741385932,0.8417341872,0.4664368063,0.8586828952,-0.459146877
17/10/2019,-0.8620626912,0.8417341872,-0.2765332571,0.7009242005,-0.459146877
18/10/2019,-0.8620626912,0.3221958867,-0.02887656927,0.2276481164,-0.459146877
19/10/2019,-0.9827394503,-0.1973424137,,0.2276481164,-0.4425225935
21/10/2019,-0.9827394503,-0.1973424137,0.2187801185,1.01644159,-0.459146877
22/10/2019,-0.9827394503,-0.1973424137,-0.2765332571,0.3065274638,-0.459146877
23/10/2019,-0.9827394503,-0.1973424137,-0.2765332571,0.7798035479,-0.459146877
24/10/2019,-1.031010154,-0.1973424137,-0.02887656927,0.2276481164,-0.459146877
25/10/2019,-0.9827394503,0.3221958867,-0.2765332571,0.3854068111,-0.459146877
26/10/2019,-0.9827394503,0.8417341872,-0.2765332571,0.8586828952,-0.459146877
28/10/2019,-1.031010154,0.3221958867,-0.2765332571,-0.7977833991,-0.459146877
29/10/2019,-1.031010154,0.3221958867,-0.7718466326,0.4642861585,-0.459146877
30/10/2019,-0.9827394503,0.3221958867,-0.2765332571,0.3065274638,-0.4425225935
31/10/2019,-0.9827394503,0.8417341872,,0.5431655058,-0.3760254596
01/11/2019,-0.9827394503,,,0.1487687691,-0.04353979006
02/11/2019,-0.9827394503,0.8417341872,-0.2765332571,0.6220448532,-0.459146877
04/11/2019,-0.9827394503,-0.1973424137,-1.01950332,-0.4822660097,0.1227030447
05/11/2019,-0.9827394503,-0.1973424137,-1.01950332,-0.5611453571,0.4136280055
06/11/2019,-1.031010154,-0.1973424137,-0.9204406453,-0.5611453571,-0.3344647509
07/11/2019,-1.079280858,-0.1973424137,-0.8709093078,-0.7189040518,-0.459146877
08/11/2019,-1.103416209,1.101503337,-0.8709093078,0.1487687691,-0.1682219161
09/11/2019,-1.031010154,1.101503337,-1.01950332,0.2276481164,0.9539172185
11/11/2019,-0.741385932,-0.1973424137,-1.01950332,-0.4033866624,-0.459146877
12/11/2019,-0.741385932,-0.1973424137,-1.01950332,-0.8766627465,-0.459146877
13/11/2019,-0.741385932,-0.1973424137,-1.01950332,-0.9555420938,-0.459146877
14/11/2019,-0.6207091728,0.8417341872,-1.01950332,-0.324507315,-0.459146877
15/11/2019,-0.741385932,0.8417341872,-1.01950332,-0.6400247044,-0.4425225935
16/11/2019,-0.741385932,0.3221958867,-1.01950332,0.6220448532,-0.459146877
18/11/2019,-0.5000324137,0.3221958867,-1.118565996,-0.4033866624,-0.3760254596
19/11/2019,-0.5000324137,0.0624267365,-0.7718466326,0.3854068111,-0.459146877
20/11/2019,-0.2586788954,-0.7168807142,-1.01950332,-0.9555420938,-0.2929040422
21/11/2019,-0.2586788954,-0.1973424137,-1.01950332,-1.271059483,-0.4175861683
22/11/2019,-0.2586788954,-1.236419015,-1.01950332,-0.2456279677,-0.459146877
23/11/2019,-0.5000324137,1.361272488,-1.01950332,0.1487687691,0.2058244621
27/11/2019,-0.5000324137,-0.9766498644,-1.01950332,0.6220448532,-0.459146877
28/11/2019,-0.5000324137,-0.457111564,-1.01950332,-0.6400247044,-0.459146877
29/11/2019,-0.5000324137,-0.1973424137,,-0.9555420938,-0.459146877
30/11/2019,-0.5000324137,-0.1973424137,-0.7718466326,-1.823214915,-0.459146877
02/12/2019,-0.5000324137,-0.1973424137,-1.01950332,-0.008989925617,-0.459146877
03/12/2019,-0.01732537704,-0.7168807142,-0.8709093078,-0.7189040518,-0.2097826248
04/12/2019,-0.1380021362,-0.9766498644,-1.01950332,0.6220448532,-0.4508347352
05/12/2019,-0.01732537704,-0.9766498644,-1.01950332,-0.4822660097,-0.459146877
06/12/2019,-0.01732537704,-1.236419015,-1.01950332,-0.324507315,-0.459146877
10/12/2019,-0.5000324137,-0.1973424137,-0.2765332571,-0.7977833991,-0.459146877
11/12/2019,-0.5000324137,-0.1973424137,-0.8709093078,-0.2456279677,-0.459146877
12/12/2019,-0.1380021362,-0.1973424137,-1.01950332,0.1487687691,-0.459146877
13/12/2019,-0.1380021362,-0.1973424137,-1.01950332,0.5431655058,-0.459146877
14/12/2019,-0.1380021362,-0.7168807142,-0.8709093078,0.3065274638,-0.459146877
16/12/2019,-0.5000324137,-1.236419015,-0.2765332571,-0.008989925617,-0.459146877
17/12/2019,-0.01732537704,-0.7168807142,,-0.324507315,-0.459146877
18/12/2019,-0.1380021362,-1.236419015,-0.7718466326,-0.1667486203,-0.459146877
19/12/2019,-0.1380021362,-1.236419015,-0.7718466326,-0.1667486203,-0.3760254596
20/12/2019,-0.01732537704,-0.7168807142,-0.7718466326,-1.113300789,-0.2513433335
21/12/2019,-0.01732537704,-0.1973424137,-0.7718466326,-0.8766627465,-0.459146877
23/12/2019,-0.01732537704,-0.7168807142,0.2187801185,-0.4822660097,-0.459146877
25/12/2019,,-1.236419015,,0.3065274638,-0.459146877
26/12/2019,0.1033513821,-1.236419015,0.2187801185,0.1487687691,-0.42589831
27/12/2019,-0.3793556545,-1.236419015,,-0.08786927297,-0.459146877